path,true_class,pred_class,confidence,prob_内壁,prob_RC壁,prob_RC柱,prob_天井,margin,abs_path
test/RC壁/RC壁_00017.jpg,RC壁,内壁,0.9251583218574524,0.9251583218574524,0.0413752421736717,0.02378486469388,0.00968156196177,0.8837830796837807,/Users/len/Documents/GitHub/Shimizu-2026/data/shimizu_building_cls_processed_dataset_v1_20260425/data/processed/building_cls_v1/test/RC壁/RC壁_00017.jpg
test/RC壁/RC壁_00046.jpg,RC壁,内壁,0.8465803861618042,0.8465803861618042,0.0838315859436988,0.0198216550052166,0.0497662648558616,0.7627488002181054,/Users/len/Documents/GitHub/Shimizu-2026/data/shimizu_building_cls_processed_dataset_v1_20260425/data/processed/building_cls_v1/test/RC壁/RC壁_00046.jpg
test/RC壁/RC壁_00146.jpg,RC壁,内壁,0.8378680348396301,0.8378680348396301,0.0600997023284435,0.0187957733869552,0.0832364708185195,0.7777683325111866,/Users/len/Documents/GitHub/Shimizu-2026/data/shimizu_building_cls_processed_dataset_v1_20260425/data/processed/building_cls_v1/test/RC壁/RC壁_00146.jpg
test/RC壁/RC壁_00012.jpg,RC壁,内壁,0.8373687267303467,0.8373687267303467,0.1006195545196533,0.0115491831675171,0.0504625514149665,0.7367491722106934,/Users/len/Documents/GitHub/Shimizu-2026/data/shimizu_building_cls_processed_dataset_v1_20260425/data/processed/building_cls_v1/test/RC壁/RC壁_00012.jpg
test/RC壁/RC壁_00088.jpg,RC壁,内壁,0.8224537372589111,0.8224537372589111,0.0919411480426788,0.0208780001848936,0.0647271424531936,0.7305125892162323,/Users/len/Documents/GitHub/Shimizu-2026/data/shimizu_building_cls_processed_dataset_v1_20260425/data/processed/building_cls_v1/test/RC壁/RC壁_00088.jpg
test/RC壁/RC壁_00080.jpg,RC壁,内壁,0.7642629146575928,0.7642629146575928,0.1397268176078796,0.01008568610996,0.0859246551990509,0.6245360970497131,/Users/len/Documents/GitHub/Shimizu-2026/data/shimizu_building_cls_processed_dataset_v1_20260425/data/processed/building_cls_v1/test/RC壁/RC壁_00080.jpg
test/RC壁/RC壁_00002.jpg,RC壁,内壁,0.7410889863967896,0.7410889863967896,0.2146091759204864,0.0262033455073833,0.0180984493345022,0.5264798104763031,/Users/len/Documents/GitHub/Shimizu-2026/data/shimizu_building_cls_processed_dataset_v1_20260425/data/processed/building_cls_v1/test/RC壁/RC壁_00002.jpg
test/RC壁/RC壁_00138.jpg,RC壁,内壁,0.7236865758895874,0.7236865758895874,0.236830860376358,0.0212464928627014,0.0182361677289009,0.48685571551322937,/Users/len/Documents/GitHub/Shimizu-2026/data/shimizu_building_cls_processed_dataset_v1_20260425/data/processed/building_cls_v1/test/RC壁/RC壁_00138.jpg
test/RC壁/RC壁_00016.jpg,RC壁,内壁,0.6599331498146057,0.6599331498146057,0.2991733253002167,0.0173420943319797,0.023551408201456,0.36075982451438904,/Users/len/Documents/GitHub/Shimizu-2026/data/shimizu_building_cls_processed_dataset_v1_20260425/data/processed/building_cls_v1/test/RC壁/RC壁_00016.jpg
test/RC壁/RC壁_00015.jpg,RC壁,内壁,0.6493706107139587,0.6493706107139587,0.3080272078514099,0.0176909752190113,0.024911293759942,0.34134340286254883,/Users/len/Documents/GitHub/Shimizu-2026/data/shimizu_building_cls_processed_dataset_v1_20260425/data/processed/building_cls_v1/test/RC壁/RC壁_00015.jpg
test/RC壁/RC壁_00060.jpg,RC壁,内壁,0.6323005557060242,0.6323005557060242,0.2691927850246429,0.0312278214842081,0.0672788172960281,0.3631077706813813,/Users/len/Documents/GitHub/Shimizu-2026/data/shimizu_building_cls_processed_dataset_v1_20260425/data/processed/building_cls_v1/test/RC壁/RC壁_00060.jpg
test/RC壁/RC壁_00039.jpg,RC壁,内壁,0.6309685707092285,0.6309685707092285,0.3348770141601562,0.0238482542335987,0.0103061730042099,0.2960915565490723,/Users/len/Documents/GitHub/Shimizu-2026/data/shimizu_building_cls_processed_dataset_v1_20260425/data/processed/building_cls_v1/test/RC壁/RC壁_00039.jpg
test/RC壁/RC壁_00018.jpg,RC壁,内壁,0.6235059499740601,0.6235059499740601,0.3458557426929474,0.0112673183903098,0.0193710196763277,0.27765020728111267,/Users/len/Documents/GitHub/Shimizu-2026/data/shimizu_building_cls_processed_dataset_v1_20260425/data/processed/building_cls_v1/test/RC壁/RC壁_00018.jpg
test/RC壁/RC壁_00145.jpg,RC壁,内壁,0.5984663367271423,0.5984663367271423,0.3646782040596008,0.0327632948756217,0.0040921322070062,0.23378813266754156,/Users/len/Documents/GitHub/Shimizu-2026/data/shimizu_building_cls_processed_dataset_v1_20260425/data/processed/building_cls_v1/test/RC壁/RC壁_00145.jpg
test/RC壁/RC壁_00064.jpg,RC壁,内壁,0.5904426574707031,0.5904426574707031,0.0708040446043014,0.0611801296472549,0.2775731682777405,0.5196386128664017,/Users/len/Documents/GitHub/Shimizu-2026/data/shimizu_building_cls_processed_dataset_v1_20260425/data/processed/building_cls_v1/test/RC壁/RC壁_00064.jpg
test/RC壁/RC壁_00036.jpg,RC壁,内壁,0.583609938621521,0.583609938621521,0.2553017735481262,0.0540519841015338,0.1070363223552703,0.3283081650733948,/Users/len/Documents/GitHub/Shimizu-2026/data/shimizu_building_cls_processed_dataset_v1_20260425/data/processed/building_cls_v1/test/RC壁/RC壁_00036.jpg
test/RC壁/RC壁_00061.jpg,RC壁,内壁,0.5505839586257935,0.5505839586257935,0.026535702869296,0.0253531858325004,0.397527128458023,0.5240482557564975,/Users/len/Documents/GitHub/Shimizu-2026/data/shimizu_building_cls_processed_dataset_v1_20260425/data/processed/building_cls_v1/test/RC壁/RC壁_00061.jpg
test/RC壁/RC壁_00072.jpg,RC壁,内壁,0.5261534452438354,0.5261534452438354,0.4393025040626526,0.0168232396245002,0.0177207440137863,0.08685094118118286,/Users/len/Documents/GitHub/Shimizu-2026/data/shimizu_building_cls_processed_dataset_v1_20260425/data/processed/building_cls_v1/test/RC壁/RC壁_00072.jpg
test/RC壁/RC壁_00070.jpg,RC壁,内壁,0.5245761275291443,0.5245761275291443,0.4398039281368255,0.02477946318686,0.0108404699712991,0.08477219939231878,/Users/len/Documents/GitHub/Shimizu-2026/data/shimizu_building_cls_processed_dataset_v1_20260425/data/processed/building_cls_v1/test/RC壁/RC壁_00070.jpg
test/RC壁/RC壁_00140.jpg,RC壁,内壁,0.5073666572570801,0.5073666572570801,0.4487503170967102,0.0403922200202941,0.003490830771625,0.05861634016036987,/Users/len/Documents/GitHub/Shimizu-2026/data/shimizu_building_cls_processed_dataset_v1_20260425/data/processed/building_cls_v1/test/RC壁/RC壁_00140.jpg
test/RC壁/RC壁_00040.jpg,RC壁,内壁,0.4967290461063385,0.4967290461063385,0.0936332643032074,0.3603312969207763,0.0493064075708389,0.4030957818031311,/Users/len/Documents/GitHub/Shimizu-2026/data/shimizu_building_cls_processed_dataset_v1_20260425/data/processed/building_cls_v1/test/RC壁/RC壁_00040.jpg
